path,label,loaded,face_detected,fallback_used,x,y,w,h,face_area_ratio,crop_width,crop_height,crop_area_ratio,crop_aspect_ratio
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01679.jpg,fake,True,True,False,47,60,160,160,0.3906,224,224,0.7656,1.0
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01681.jpg,fake,True,True,False,44,53,167,167,0.4256,233,233,0.8284,1.0
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01683.jpg,fake,True,True,False,44,59,163,163,0.4054,227,227,0.7863,1.0
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01687.jpg,fake,True,True,False,46,52,172,172,0.4514,240,238,0.8716,1.0084
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01690.jpg,fake,True,True,False,43,57,171,171,0.4462,239,233,0.8497,1.0258
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01702.jpg,fake,True,True,False,44,58,168,168,0.4307,234,231,0.8248,1.013
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01707.jpg,fake,True,True,False,44,58,167,167,0.4256,233,231,0.8213,1.0087
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01712.jpg,fake,True,True,False,42,58,171,171,0.4462,239,232,0.8461,1.0302
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01722.jpg,fake,True,True,False,42,54,172,172,0.4514,240,236,0.8643,1.0169
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01750.jpg,fake,True,True,False,35,47,185,185,0.5222,256,246,0.9609,1.0407
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01768.jpg,fake,True,True,False,43,50,174,174,0.462,242,240,0.8862,1.0083
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01774.jpg,fake,True,True,False,62,61,144,144,0.3164,200,200,0.6104,1.0
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01800.jpg,fake,True,False,True,,,,,,,,,
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01802.jpg,fake,True,True,False,52,64,157,157,0.3761,219,219,0.7318,1.0
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01806.jpg,fake,True,True,False,45,56,164,164,0.4104,228,228,0.7932,1.0
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01811.jpg,fake,True,True,False,40,52,179,179,0.4889,249,239,0.9081,1.0418
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01820.jpg,fake,True,True,False,43,56,169,169,0.4358,235,233,0.8355,1.0086
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01825.jpg,fake,True,True,False,40,53,172,172,0.4514,240,237,0.8679,1.0127
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01843.jpg,fake,True,True,False,36,56,178,178,0.4835,248,235,0.8893,1.0553
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01844.jpg,fake,True,True,False,40,51,180,180,0.4944,252,241,0.9267,1.0456
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01852.jpg,fake,True,True,False,46,54,169,169,0.4358,235,235,0.8427,1.0
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01853.jpg,fake,True,True,False,51,62,166,166,0.4205,232,227,0.8036,1.022
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01858.jpg,fake,True,True,False,30,43,194,194,0.5743,256,251,0.9805,1.0199
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01876.jpg,fake,True,True,False,41,55,174,174,0.462,242,235,0.8678,1.0298
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01879.jpg,fake,True,True,False,38,52,180,180,0.4944,252,240,0.9229,1.05
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01902.jpg,fake,True,True,False,49,57,162,162,0.4005,226,226,0.7794,1.0
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01922.jpg,fake,True,True,False,42,50,177,177,0.478,247,241,0.9083,1.0249
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01931.jpg,fake,True,True,False,37,48,188,188,0.5393,256,245,0.957,1.0449
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01946.jpg,fake,True,True,False,40,53,175,175,0.4673,245,238,0.8897,1.0294
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01981.jpg,fake,True,True,False,50,56,156,156,0.3713,218,218,0.7252,1.0
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_01998.jpg,fake,True,True,False,37,53,179,179,0.4889,249,238,0.9043,1.0462
